"BehaviorSpace results (NetLogo 6.0.2)"
"CapeTownABM.nlogo"
"scenario 2 price elasticity"
"04/02/2019 18:05:56:204 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","28","-28","0"
"[run number]","water-price-elasticity","Irrigation-Efficiency","Scenario-1?","Kc","share-other-crops-irrigation","water-price","[step]","reduction-this-month","energy-output-this-month","water-price-this-month","ag-allocation-this-month","mu-allocation-this-month","total-allocation-this-month","V-display","population"
"3","-0.3","0.7","false","0.2","0.57","5.2","15","0","180","5.2","19328.750498545196","33419.736000000004","52748.4864985452","616631.5096174434","3.906"
"4","-0.4","0.7","false","0.2","0.57","5.2","46","0","180","5.2","3856.9074943234","27189.878736384002","31046.786230707403","921000","3.9687459840000003"
"3","-0.3","0.7","false","0.2","0.57","5.2","16","0","180","5.2","10121.2724933596","28709.100000000002","38830.3724933596","558791.5366203531","3.906"
"4","-0.4","0.7","false","0.2","0.57","5.2","47","0","180","5.2","10294.104804498798","28932.158223360002","39226.263027858804","921000","3.9687459840000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","48","0","180","5.2","26208.648178929594","32972.341635072","59180.989814001594","921000","4.000495951872001"
"6","-0.6","0.7","false","0.2","0.57","5.2","20","0","180","5.2","388.73999999999995","23853.942","24242.682","870222.897735629","3.906"
"4","-0.4","0.7","false","0.2","0.57","5.2","49","0","180","5.2","34000.952806887995","34104.22798970881","68105.1807965968","921000","4.000495951872001"
"4","-0.4","0.7","false","0.2","0.57","5.2","50","0","180","5.2","26899.534575891594","32259.999355895812","59159.5339317874","917143.5080199947","4.000495951872001"
"6","-0.6","0.7","false","0.2","0.57","5.2","21","0","180","5.2","393.29999999999995","23670.36","24063.66","912870.5337356289","3.906"
"4","-0.4","0.7","false","0.2","0.57","5.2","51","0","180","5.2","22354.327421036796","34228.24336421684","56582.570785253636","793369.44015642","4.000495951872001"
"6","-0.6","0.7","false","0.2","0.57","5.2","22","0","180","5.2","4378.709253966999","26760.006","31138.715253967","921000","3.906"
"4","-0.4","0.7","false","0.2","0.57","5.2","52","0","180","5.2","11728.562714661199","29403.645246259206","41132.20796092041","707994.2985859127","4.000495951872001"
"4","-0.4","0.7","false","0.2","0.57","5.2","53","0","180","5.2","4033.761911182399","26911.336268242947","30945.098179425346","686616.8826640719","4.000495951872001"
"6","-0.6","0.7","false","0.2","0.57","5.2","23","0","180","5.2","11227.666769201998","28474.74","39702.406769202","921000","3.906"
"4","-0.4","0.7","false","0.2","0.57","5.2","54","0","180","5.2","495.9","24243.005468344323","24738.905468344325","807776.6863052212","4.000495951872001"
"6","-0.6","0.7","false","0.2","0.57","5.2","24","0","180","5.2","28169.8637844032","32451.048000000003","60620.9117844032","883864.969689291","3.9372480000000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","55","0","180","5.2","494.75999999999993","24182.998029066242","24677.75802906624","921000","4.000495951872001"
"6","-0.6","0.7","false","0.2","0.57","5.2","25","0","180","5.2","36634.807000732995","33565.0392","70199.846200733","753042.1461204845","3.9372480000000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","56","0","180","5.2","494.75999999999993","24431.02877808231","24925.788778082308","921000","4.000495951872001"
"4","-0.4","0.7","false","0.2","0.57","5.2","57","0","180","5.2","495.9","24243.005468344323","24738.905468344325","921000","4.000495951872001"
"6","-0.6","0.7","false","0.2","0.57","5.2","26","0","180","5.2","29386.273818245398","31749.967872","61136.2416902454","597768.4537190185","3.9372480000000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","58","0","180","5.2","3771.3211592663993","27407.397766275077","31178.718925541478","921000","4.000495951872001"
"6","-0.6","0.7","false","0.2","0.57","5.2","27","0.22256955476592455","180","7.1289361413046795","19127.27112834356","26189.372399989945","45316.6435283335","462272.97033852764","3.9372480000000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","59","0","180","5.2","6512.7563647319985","29163.615489146887","35676.37185387888","921000","4.000495951872001"
"5","-0.51","0.7","false","0.2","0.57","5.2","28","0.3453227881594635","180","8.720938232214138","8463.38297992682","18945.555090790756","27408.938070717577","377031.6832818606","3.9372480000000003"
"6","-0.6","0.7","false","0.2","0.57","5.2","28","0.3453227881594635","180","8.192797497382017","8463.38297992682","18945.555090790756","27408.938070717577","377031.6832818606","3.9372480000000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","60","0","180","5.2","24382.924806364794","33236.12036815258","57619.04517451738","921000","4.032499919486977"
"6","-0.6","0.7","false","0.2","0.57","5.2","29","0.37156501619742577","180","8.42023014037769","2230.5214104362667","16644.64558515889","18875.16699559516","367113.8071404255","3.9372480000000003"
"5","-0.51","0.7","false","0.2","0.57","5.2","29","0.37156501619742577","180","8.988506047503165","2230.5214104362667","16644.64558515889","18875.16699559516","367113.8071404255","3.9372480000000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","61","0","180","5.2","32244.054549095996","34377.061813626475","66621.11636272247","921000","4.032499919486977"
"6","-0.6","0.7","false","0.2","0.57","5.2","30","0.2942944885046255","180","7.750552233706754","398.2296201368398","16837.937939168292","17236.167559305133","495858.4731492352","3.9372480000000003"
"8","-0.8","0.7","false","0.2","0.57","5.2","27","0.22256955476592455","180","6.64670210597851","19127.27112834356","26189.372399989945","45316.6435283335","462272.97033852764","3.9372480000000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","62","0","180","5.2","25664.439524106594","32518.07935074298","58182.51887484957","921000","4.032499919486977"
"5","-0.51","0.7","false","0.2","0.57","5.2","30","0.2942944885046255","180","8.20064968671383","398.2296201368398","16837.937939168292","17236.167559305133","495858.4731492352","3.9372480000000003"
"6","-0.6","0.7","false","0.2","0.57","5.2","31","0.10873275196056531","180","6.142350516991566","503.9581527314179","21212.752447394003","21716.71060012542","709660.138030625","3.9372480000000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","63","0","180","5.2","21211.865768355598","34502.06931113057","55713.93507948617","921000","4.032499919486977"
"8","-0.8","0.7","false","0.2","0.57","5.2","28","0.3453227881594635","180","7.4445981230365135","8463.38297992682","18945.555090790756","27408.938070717577","377031.6832818606","3.9372480000000003"
"6","-0.6","0.7","false","0.2","0.57","5.2","32","0","180","5.2","565.4399999999999","24044.773536","24610.213536","853905.7168303742","3.9372480000000003"
"5","-0.51","0.7","false","0.2","0.57","5.2","31","0.10873275196056531","180","6.308647667048901","503.9581527314179","21212.752447394003","21716.71060012542","709660.138030625","3.9372480000000003"
"6","-0.6","0.7","false","0.2","0.57","5.2","33","0","180","5.2","564.3","23859.72288","24424.02288","921000","3.9372480000000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","64","0","180","5.2","11127.839696018598","29638.87440822928","40766.714104247876","864212.558275555","4.032499919486977"
"5","-0.51","0.7","false","0.2","0.57","5.2","32","0","180","5.2","565.4399999999999","24044.773536","24610.213536","853905.7168303742","3.9372480000000003"
"6","-0.6","0.7","false","0.2","0.57","5.2","34","0","180","5.2","5431.6949628396","26974.086048","32405.7810108396","921000","3.9372480000000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","65","0","180","5.2","3461.6169402509995","27126.626958388893","30588.243898639892","847109.1300670593","4.032499919486977"
"6","-0.6","0.7","false","0.2","0.57","5.2","35","0","180","5.2","10270.146764517998","28702.537920000002","38972.684684518","921000","3.9372480000000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","66","0","180","5.2","461.7","24436.94951209108","24898.64951209108","921000","4.032499919486977"
"5","-0.51","0.7","false","0.2","0.57","5.2","33","0","180","5.2","564.3","23859.72288","24424.02288","921000","3.9372480000000003"
"6","-0.6","0.7","false","0.2","0.57","5.2","36","0","180","5.2","25150.824024554397","32710.656384","57861.4804085544","901301.312607659","3.9687459840000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","67","0","180","5.2","459.41999999999996","24376.462013298777","24835.882013298775","921000","4.032499919486977"
"5","-0.51","0.7","false","0.2","0.57","5.2","34","0","180","5.2","5431.6949628396","26974.086048","32405.7810108396","921000","3.9372480000000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","68","0","180","5.2","459.41999999999996","24626.477008306967","25085.897008306965","921000","4.032499919486977"
"6","-0.6","0.7","false","0.2","0.57","5.2","37","0","180","5.2","32619.695744893994","33833.559513600005","66453.255258494","781474.3517905502","3.9687459840000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","69","0","180","5.2","461.7","24436.94951209108","24898.64951209108","921000","4.032499919486977"
"5","-0.51","0.7","false","0.2","0.57","5.2","35","0","180","5.2","10270.146764517998","28702.537920000002","38972.684684518","921000","3.9372480000000003"
"6","-0.6","0.7","false","0.2","0.57","5.2","38","0","180","5.2","26141.865509078394","33146.966458368006","59288.8319674464","626350.841273562","3.9687459840000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","70","0","180","5.2","4935.386099863199","27626.656948405278","32562.043048268475","921000","4.032499919486977"
"5","-0.51","0.7","false","0.2","0.57","5.2","36","0","180","5.2","25150.824024554397","32710.656384","57861.4804085544","901301.312607659","3.9687459840000003"
"6","-0.6","0.7","false","0.2","0.57","5.2","39","0.18655944236550903","180","6.816848500501079","17167.238275683307","27621.6680248389","44788.906300522205","483685.1773386693","3.9687459840000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","71","0","180","5.2","11491.451310793997","29396.92441306006","40888.37572385406","921000","4.032499919486977"
"6","-0.6","0.7","false","0.2","0.57","5.2","40","0.28464142637206313","180","7.666892361891215","7902.196924733617","20867.212026612946","28769.408951346562","411978.3647376249","3.9687459840000003"
"5","-0.51","0.7","false","0.2","0.57","5.2","37","0","180","5.2","32619.695744893994","33833.559513600005","66453.255258494","781474.3517905502","3.9687459840000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","72","0","180","5.2","28340.258717493598","33502.009331097805","61842.2680485914","921000","4.0647599188428725"
"7","-0.7","0.7","false","0.2","0.57","5.2","9","0","180","5.2","393.29999999999995","23482.5","23875.8","921000","3.875"
"6","-0.6","0.7","false","0.2","0.57","5.2","41","0.2952608149577107","180","7.758927062966826","2809.5147501432457","18814.953561587834","21624.468311731078","411688.5468349317","3.9687459840000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","73","0","180","5.2","36750.675268472","34652.07830813549","71402.75357660749","921000","4.0647599188428725"
"7","-0.7","0.7","false","0.2","0.57","5.2","10","0","180","5.2","4164.6394515348","26547.625","30712.2644515348","921000","3.875"
"6","-0.6","0.7","false","0.2","0.57","5.2","42","0.3399633409273317","180","8.14634895470354","293.4522986237083","15874.278110323823","16167.730408947531","463769.6102114696","3.9687459840000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","74","0","180","5.2","29490.666090127197","32778.223985548924","62268.89007567612","895406.6053835601","4.0647599188428725"
"5","-0.51","0.7","false","0.2","0.57","5.2","38","0","180","5.2","26141.865509078394","33146.966458368006","59288.8319674464","626350.841273562","3.9687459840000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","75","0","180","5.2","24708.883458321998","34778.085865619614","59486.96932394161","767029.8252322078","4.0647599188428725"
"7","-0.7","0.7","false","0.2","0.57","5.2","11","0","180","5.2","7559.133181347199","28248.75","35807.8831813472","921000","3.875"
"6","-0.6","0.7","false","0.2","0.57","5.2","43","0.15607290215330993","180","6.55263181866202","372.8047954737753","20246.71363482351","20619.518430297285","671966.1493935745","3.9687459840000003"
"5","-0.51","0.7","false","0.2","0.57","5.2","39","0.18655944236550903","180","7.102174706471857","17167.238275683307","27621.6680248389","44788.906300522205","483685.1773386693","3.9687459840000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","76","0","180","5.2","12978.866175906998","29875.985403495113","42854.85157940211","618441.8865843245","4.0647599188428725"
"1","-0.1","0.7","false","0.2","0.57","5.2","39","0.18655944236550903","180","14.90109100300647","17167.238275683307","27621.6680248389","44788.906300522205","483685.1773386693","3.9687459840000003"
"6","-0.6","0.7","false","0.2","0.57","5.2","44","0","180","5.2","441.74999999999994","24237.131724288003","24678.881724288003","921000","3.9687459840000003"
"7","-0.7","0.7","false","0.2","0.57","5.2","12","0","180","5.2","21875.900839019996","32193.5","54069.400839019996","921000","3.906"
"4","-0.4","0.7","false","0.2","0.57","5.2","77","0.12996751223652592","180","6.889577659074837","3677.254138613968","23789.855111136723","27467.10924975069","508248.1834255203","4.0647599188428725"
"6","-0.6","0.7","false","0.2","0.57","5.2","45","0","180","5.2","444.59999999999997","24050.60066304","24495.20066304","921000","3.9687459840000003"
"5","-0.51","0.7","false","0.2","0.57","5.2","40","0.28464142637206313","180","8.10222630810731","7902.196924733617","20867.212026612946","28769.408951346562","411978.3647376249","3.9687459840000003"
"1","-0.1","0.7","false","0.2","0.57","5.2","40","0.28464142637206313","180","20.001354171347284","7902.196924733617","20867.212026612946","28769.408951346562","411978.3647376249","3.9687459840000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","78","0.2908909186979959","180","8.981581943073946","400.1502545787209","17467.0905208891","17867.240775467824","498249.964926019","4.0647599188428725"
"6","-0.6","0.7","false","0.2","0.57","5.2","46","0","180","5.2","3856.9074943234","27189.878736384002","31046.786230707403","921000","3.9687459840000003"
"7","-0.7","0.7","false","0.2","0.57","5.2","13","0","180","5.2","30147.950242684994","33298.65","63446.600242684995","884288.8932307966","3.906"
"1","-0.1","0.7","false","0.2","0.57","5.2","41","0.2952608149577107","180","20.553562377800958","2809.5147501432457","18814.953561587834","21624.468311731078","411688.5468349317","3.9687459840000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","79","0.20172219613064613","180","7.822388549698399","451.37820141988743","19614.86207057752","20066.24027199741","635618.4833750834","4.0647599188428725"
"6","-0.6","0.7","false","0.2","0.57","5.2","47","0","180","5.2","10294.104804498798","28932.158223360002","39226.263027858804","921000","3.9687459840000003"
"5","-0.51","0.7","false","0.2","0.57","5.2","41","0.2952608149577107","180","8.210502427019795","2809.5147501432457","18814.953561587834","21624.468311731078","411688.5468349317","3.9687459840000003"
"7","-0.7","0.7","false","0.2","0.57","5.2","14","0","180","5.2","23570.607563991594","31497.984","55068.59156399159","731979.6927454267","3.906"
"4","-0.4","0.7","false","0.2","0.57","5.2","80","0","180","5.2","565.4399999999999","24823.48882437342","25388.92882437342","828151.0028310886","4.0647599188428725"
"1","-0.1","0.7","false","0.2","0.57","5.2","42","0.3399633409273317","180","22.87809372822125","293.4522986237083","15874.278110323823","16167.730408947531","463769.6102114696","3.9687459840000003"
"6","-0.6","0.7","false","0.2","0.57","5.2","48","0","180","5.2","26208.648178929594","32972.341635072","59180.989814001594","921000","4.000495951872001"
"5","-0.51","0.7","false","0.2","0.57","5.2","42","0.3399633409273317","180","8.66629288788652","293.4522986237083","15874.278110323823","16167.730408947531","463769.6102114696","3.9687459840000003"
"7","-0.7","0.7","false","0.2","0.57","5.2","15","0","180","5.2","19328.750498545196","33419.736000000004","52748.4864985452","616631.5096174434","3.906"
"4","-0.4","0.7","false","0.2","0.57","5.2","81","0","180","5.2","564.3","24632.445108187807","25196.745108187806","921000","4.0647599188428725"
"6","-0.6","0.7","false","0.2","0.57","5.2","49","0","180","5.2","34000.952806887995","34104.22798970881","68105.1807965968","921000","4.000495951872001"
"1","-0.1","0.7","false","0.2","0.57","5.2","43","0.15607290215330993","180","13.315790911972115","372.8047954737753","20246.71363482351","20619.518430297285","671966.1493935745","3.9687459840000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","82","0","180","5.2","5602.135897708599","27847.67020399252","33449.80610170112","921000","4.0647599188428725"
"7","-0.7","0.7","false","0.2","0.57","5.2","16","0","180","5.2","10121.2724933596","28709.100000000002","38830.3724933596","558791.5366203531","3.906"
"3","-0.3","0.7","false","0.2","0.57","5.2","17","0","180","5.2","2598.6149490023995","26275.662","28874.2769490024","574779.7916336339","3.906"
"6","-0.6","0.7","false","0.2","0.57","5.2","50","0","180","5.2","26899.534575891594","32259.999355895812","59159.5339317874","917143.5080199947","4.000495951872001"
"1","-0.1","0.7","false","0.2","0.57","5.2","44","0","180","5.2","441.74999999999994","24237.131724288003","24678.881724288003","921000","3.9687459840000003"
"5","-0.51","0.7","false","0.2","0.57","5.2","43","0.15607290215330993","180","6.791331551367082","372.8047954737753","20246.71363482351","20619.518430297285","671966.1493935745","3.9687459840000003"
"7","-0.7","0.7","false","0.2","0.57","5.2","17","0","180","5.2","2598.6149490023995","26275.662","28874.2769490024","574779.7916336339","3.906"
"1","-0.1","0.7","false","0.2","0.57","5.2","45","0","180","5.2","444.59999999999997","24050.60066304","24495.20066304","921000","3.9687459840000003"
"3","-0.3","0.7","false","0.2","0.57","5.2","18","0","180","5.2","393.29999999999995","23670.36","24063.66","680806.2377356291","3.906"
"6","-0.6","0.7","false","0.2","0.57","5.2","51","0","180","5.2","22354.327421036796","34228.24336421684","56582.570785253636","793369.44015642","4.000495951872001"
"4","-0.4","0.7","false","0.2","0.57","5.2","83","0","180","5.2","11867.543951528398","29632.09980836454","41499.64375989293","909243.042762564","4.0647599188428725"
"7","-0.7","0.7","false","0.2","0.57","5.2","18","0","180","5.2","393.29999999999995","23670.36","24063.66","680806.2377356291","3.906"
"1","-0.1","0.7","false","0.2","0.57","5.2","46","0","180","5.2","3856.9074943234","27189.878736384002","31046.786230707403","921000","3.9687459840000003"
"3","-0.3","0.7","false","0.2","0.57","5.2","19","0","180","5.2","388.73999999999995","23611.77","24000.510000000002","804263.917735629","3.906"
"6","-0.6","0.7","false","0.2","0.57","5.2","52","0","180","5.2","11728.562714661199","29403.645246259206","41132.20796092041","707994.2985859127","4.000495951872001"
"4","-0.4","0.7","false","0.2","0.57","5.2","84","0","180","5.2","29114.683274870396","33770.025405746586","62884.70868061698","797251.7552427782","4.097277998193616"
"7","-0.7","0.7","false","0.2","0.57","5.2","19","0","180","5.2","388.73999999999995","23611.77","24000.510000000002","804263.917735629","3.906"
"1","-0.1","0.7","false","0.2","0.57","5.2","47","0","180","5.2","10294.104804498798","28932.158223360002","39226.263027858804","921000","3.9687459840000003"
"3","-0.3","0.7","false","0.2","0.57","5.2","20","0","180","5.2","388.73999999999995","23853.942","24242.682","870222.897735629","3.906"
"4","-0.4","0.7","false","0.2","0.57","5.2","85","0","180","5.2","37835.05839723699","34929.29493460058","72764.35333183757","662381.3378815444","4.097277998193616"
"6","-0.6","0.7","false","0.2","0.57","5.2","53","0","180","5.2","4033.761911182399","26911.336268242947","30945.098179425346","686616.8826640719","4.000495951872001"
"7","-0.7","0.7","false","0.2","0.57","5.2","20","0","180","5.2","388.73999999999995","23853.942","24242.682","870222.897735629","3.906"
"1","-0.1","0.7","false","0.2","0.57","5.2","48","0","180","5.2","26208.648178929594","32972.341635072","59180.989814001594","921000","4.000495951872001"
"3","-0.3","0.7","false","0.2","0.57","5.2","21","0","180","5.2","393.29999999999995","23670.36","24063.66","912870.5337356289","3.906"
"6","-0.6","0.7","false","0.2","0.57","5.2","54","0","180","5.2","495.9","24243.005468344323","24738.905468344325","807776.6863052212","4.000495951872001"
"7","-0.7","0.7","false","0.2","0.57","5.2","21","0","180","5.2","393.29999999999995","23670.36","24063.66","912870.5337356289","3.906"
"5","-0.51","0.7","false","0.2","0.57","5.2","44","0","180","5.2","441.74999999999994","24237.131724288003","24678.881724288003","921000","3.9687459840000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","86","0.23923267679431803","180","8.310024798326134","23772.762001871375","26033.81219664292","49806.574198514296","503464.63121786923","4.097277998193616"
"1","-0.1","0.7","false","0.2","0.57","5.2","49","0","180","5.2","34000.952806887995","34104.22798970881","68105.1807965968","921000","4.000495951872001"
"3","-0.3","0.7","false","0.2","0.57","5.2","22","0","180","5.2","4378.709253966999","26760.006","31138.715253967","921000","3.906"
"6","-0.6","0.7","false","0.2","0.57","5.2","55","0","180","5.2","494.75999999999993","24182.998029066242","24677.75802906624","921000","4.000495951872001"
"7","-0.7","0.7","false","0.2","0.57","5.2","22","0","180","5.2","4378.709253966999","26760.006","31138.715253967","921000","3.906"
"4","-0.4","0.7","false","0.2","0.57","5.2","87","0.3333257943214817","180","9.533235326179263","17073.196113578426","23371.137991637115","40444.334105215545","396415.48282084067","4.097277998193616"
"1","-0.1","0.7","false","0.2","0.57","5.2","50","0","180","5.2","26899.534575891594","32259.999355895812","59159.5339317874","917143.5080199947","4.000495951872001"
"6","-0.6","0.7","false","0.2","0.57","5.2","56","0","180","5.2","494.75999999999993","24431.02877808231","24925.788778082308","921000","4.000495951872001"
"3","-0.3","0.7","false","0.2","0.57","5.2","23","0","180","5.2","11227.666769201998","28474.74","39702.406769202","921000","3.906"
"4","-0.4","0.7","false","0.2","0.57","5.2","88","0.40310816249561854","180","10.440406112443041","8042.748601647492","17975.393679344248","26018.142280991742","343752.81461040955","4.097277998193616"
"7","-0.7","0.7","false","0.2","0.57","5.2","23","0","180","5.2","11227.666769201998","28474.74","39702.406769202","921000","3.906"
"1","-0.1","0.7","false","0.2","0.57","5.2","51","0","180","5.2","22354.327421036796","34228.24336421684","56582.570785253636","793369.44015642","4.000495951872001"
"6","-0.6","0.7","false","0.2","0.57","5.2","57","0","180","5.2","495.9","24243.005468344323","24738.905468344325","921000","4.000495951872001"
"4","-0.4","0.7","false","0.2","0.57","5.2","89","0.43201520435621044","180","10.816197656630735","2430.61227152742","15655.017936924129","18085.63020845155","331800.530048426","4.097277998193616"
"1","-0.1","0.7","false","0.2","0.57","5.2","52","0","180","5.2","11728.562714661199","29403.645246259206","41132.20796092041","707994.2985859127","4.000495951872001"
"3","-0.3","0.7","false","0.2","0.57","5.2","24","0","180","5.2","28169.8637844032","32451.048000000003","60620.9117844032","883864.969689291","3.9372480000000003"
"7","-0.7","0.7","false","0.2","0.57","5.2","24","0","180","5.2","28169.8637844032","32451.048000000003","60620.9117844032","883864.969689291","3.9372480000000003"
"6","-0.6","0.7","false","0.2","0.57","5.2","58","0","180","5.2","3771.3211592663993","27407.397766275077","31178.718925541478","921000","4.000495951872001"
"4","-0.4","0.7","false","0.2","0.57","5.2","90","0.45170917768456975","180","11.072219309899406","328.15205715578503","13613.789532680055","13941.94158983584","385252.26963152294","4.097277998193616"
"1","-0.1","0.7","false","0.2","0.57","5.2","53","0","180","5.2","4033.761911182399","26911.336268242947","30945.098179425346","686616.8826640719","4.000495951872001"
"7","-0.7","0.7","false","0.2","0.57","5.2","25","0","180","5.2","36634.807000732995","33565.0392","70199.846200733","753042.1461204845","3.9372480000000003"
"5","-0.51","0.7","false","0.2","0.57","5.2","45","0","180","5.2","444.59999999999997","24050.60066304","24495.20066304","921000","3.9687459840000003"
"6","-0.6","0.7","false","0.2","0.57","5.2","59","0","180","5.2","6512.7563647319985","29163.615489146887","35676.37185387888","921000","4.000495951872001"
"3","-0.3","0.7","false","0.2","0.57","5.2","25","0","180","5.2","36634.807000732995","33565.0392","70199.846200733","753042.1461204845","3.9372480000000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","91","0.28350196844376097","180","8.885525589768893","417.7971671807585","17746.25584558648","18164.053012767235","570502.3864518513","4.097277998193616"
"7","-0.7","0.7","false","0.2","0.57","5.2","26","0","180","5.2","29386.273818245398","31749.967872","61136.2416902454","597768.4537190185","3.9372480000000003"
"6","-0.6","0.7","false","0.2","0.57","5.2","60","0","180","5.2","24382.924806364794","33236.12036815258","57619.04517451738","921000","4.032499919486977"
"3","-0.3","0.7","false","0.2","0.57","5.2","26","0","180","5.2","29386.273818245398","31749.967872","61136.2416902454","597768.4537190185","3.9372480000000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","92","0","180","5.2","583.1099999999999","25022.07673496841","25605.18673496841","784506.2804263169","4.097277998193616"
"5","-0.51","0.7","false","0.2","0.57","5.2","46","0","180","5.2","3856.9074943234","27189.878736384002","31046.786230707403","921000","3.9687459840000003"
"6","-0.6","0.7","false","0.2","0.57","5.2","61","0","180","5.2","32244.054549095996","34377.061813626475","66621.11636272247","921000","4.032499919486977"
"7","-0.7","0.7","false","0.2","0.57","5.2","27","0.22256955476592455","180","6.853373835404011","19127.27112834356","26189.372399989945","45316.6435283335","462272.97033852764","3.9372480000000003"
"3","-0.3","0.7","false","0.2","0.57","5.2","27","0.22256955476592455","180","9.05787228260936","19127.27112834356","26189.372399989945","45316.6435283335","462272.97033852764","3.9372480000000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","93","0","180","5.2","598.5","24829.504669053313","25428.004669053313","890907.90695638","4.097277998193616"
"8","-0.8","0.7","false","0.2","0.57","5.2","29","0.37156501619742577","180","7.615172605283268","2230.5214104362667","16644.64558515889","18875.16699559516","367113.8071404255","3.9372480000000003"
"6","-0.6","0.7","false","0.2","0.57","5.2","62","0","180","5.2","25664.439524106594","32518.07935074298","58182.51887484957","921000","4.032499919486977"
"7","-0.7","0.7","false","0.2","0.57","5.2","28","0.3453227881594635","180","7.765254997756015","8463.38297992682","18945.555090790756","27408.938070717577","377031.6832818606","3.9372480000000003"
"3","-0.3","0.7","false","0.2","0.57","5.2","28","0.3453227881594635","180","11.185594994764035","8463.38297992682","18945.555090790756","27408.938070717577","377031.6832818606","3.9372480000000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","94","0","180","5.2","5218.171022528599","28070.451565624462","33288.62258815306","921000","4.097277998193616"
"8","-0.8","0.7","false","0.2","0.57","5.2","30","0.2942944885046255","180","7.112914175280066","398.2296201368398","16837.937939168292","17236.167559305133","495858.4731492352","3.9372480000000003"
"6","-0.6","0.7","false","0.2","0.57","5.2","63","0","180","5.2","21211.865768355598","34502.06931113057","55713.93507948617","921000","4.032499919486977"
"7","-0.7","0.7","false","0.2","0.57","5.2","29","0.37156501619742577","180","7.960197263180877","2230.5214104362667","16644.64558515889","18875.16699559516","367113.8071404255","3.9372480000000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","95","0","180","5.2","11323.0003111724","29869.15660683146","41192.156918003864","898613.652441967","4.097277998193616"
"3","-0.3","0.7","false","0.2","0.57","5.2","29","0.37156501619742577","180","11.64046028075538","2230.5214104362667","16644.64558515889","18875.16699559516","367113.8071404255","3.9372480000000003"
"6","-0.6","0.7","false","0.2","0.57","5.2","64","0","180","5.2","11127.839696018598","29638.87440822928","40766.714104247876","864212.558275555","4.032499919486977"
"8","-0.8","0.7","false","0.2","0.57","5.2","31","0.10873275196056531","180","5.906762887743675","503.9581527314179","21212.752447394003","21716.71060012542","709660.138030625","3.9372480000000003"
"7","-0.7","0.7","false","0.2","0.57","5.2","30","0.2942944885046255","180","7.386187628891504","398.2296201368398","16837.937939168292","17236.167559305133","495858.4731492352","3.9372480000000003"
"3","-0.3","0.7","false","0.2","0.57","5.2","30","0.2942944885046255","180","10.30110446741351","398.2296201368398","16837.937939168292","17236.167559305133","495858.4731492352","3.9372480000000003"
"6","-0.6","0.7","false","0.2","0.57","5.2","65","0","180","5.2","3461.6169402509995","27126.626958388893","30588.243898639892","847109.1300670593","4.032499919486977"
"4","-0.4","0.7","false","0.2","0.57","5.2","96","0","180","5.2","27198.956078648796","34040.18560899256","61239.14168764136","793010.3386059592","4.130056222179165"
"8","-0.8","0.7","false","0.2","0.57","5.2","32","0","180","5.2","565.4399999999999","24044.773536","24610.213536","853905.7168303742","3.9372480000000003"
"7","-0.7","0.7","false","0.2","0.57","5.2","31","0.10873275196056531","180","6.0077290145642","503.9581527314179","21212.752447394003","21716.71060012542","709660.138030625","3.9372480000000003"
"6","-0.6","0.7","false","0.2","0.57","5.2","66","0","180","5.2","461.7","24436.94951209108","24898.64951209108","921000","4.032499919486977"
"5","-0.51","0.7","false","0.2","0.57","5.2","47","0","180","5.2","10294.104804498798","28932.158223360002","39226.263027858804","921000","3.9687459840000003"
"4","-0.4","0.7","false","0.2","0.57","5.2","97","0.10090856094307021","180","6.511811292259913","31716.47379383408","31655.86708837791","63372.34088221199","657094.0552306764","4.130056222179165"
