"","run","Irrigation.Efficiency","Scenario.1","water.price.elasticity","share.other.crops.irrigation","water.price","Kc","tick","reduction.this.month","energy.output.this.month","water.price.this.month","ag.allocation.this.month","mu.allocation.this.month","total.allocation.this.month","V.display","population"
"58",1,0.7,TRUE,-0.3,0.57,5.2,0.2,57,0,180,0,495.9,24243.0054683443,24738.9054683443,921000,4.000495951872
"59",1,0.7,TRUE,-0.3,0.57,5.2,0.2,58,0,180,0,3771.3211592664,27407.3977662751,31178.7189255415,921000,4.000495951872
"60",1,0.7,TRUE,-0.3,0.57,5.2,0.2,59,0,180,0,6512.756364732,29163.6154891469,35676.3718538789,921000,4.000495951872
"61",1,0.7,TRUE,-0.3,0.57,5.2,0.2,60,0,180,0,24382.9248063648,33236.1203681526,57619.0451745174,921000,4.03249991948698
"62",1,0.7,TRUE,-0.3,0.57,5.2,0.2,61,0,180,0,32244.054549096,34377.0618136265,66621.1163627225,921000,4.03249991948698
"63",1,0.7,TRUE,-0.3,0.57,5.2,0.2,62,0,180,0,25664.4395241066,32518.079350743,58182.5188748496,921000,4.03249991948698
"64",1,0.7,TRUE,-0.3,0.57,5.2,0.2,63,0,180,0,21211.8657683556,34502.0693111306,55713.9350794862,911826.423216581,4.03249991948698
"65",1,0.7,TRUE,-0.3,0.57,5.2,0.2,64,0,180,0,11127.8396960186,29638.8744082293,40766.7141042479,810716.553057608,4.03249991948698
"66",1,0.7,TRUE,-0.3,0.57,5.2,0.2,65,0,180,0,3461.616940251,27126.6269583889,30588.2438986399,793613.124849113,4.03249991948698
"67",1,0.7,TRUE,-0.3,0.57,5.2,0.2,66,0,180,0,461.7,24436.9495120911,24898.6495120911,921000,4.03249991948698
"68",1,0.7,TRUE,-0.3,0.57,5.2,0.2,67,0,180,0,459.42,24376.4620132988,24835.8820132988,921000,4.03249991948698
"69",1,0.7,TRUE,-0.3,0.57,5.2,0.2,68,0,180,0,459.42,24626.477008307,25085.897008307,921000,4.03249991948698
"70",1,0.7,TRUE,-0.3,0.57,5.2,0.2,69,0,180,0,461.7,24436.9495120911,24898.6495120911,921000,4.03249991948698
"71",1,0.7,TRUE,-0.3,0.57,5.2,0.2,70,0,180,0,4935.3860998632,27626.6569484053,32562.0430482685,921000,4.03249991948698
"72",1,0.7,TRUE,-0.3,0.57,5.2,0.2,71,0,180,0,11491.451310794,29396.9244130601,40888.3757238541,921000,4.03249991948698
"73",1,0.7,TRUE,-0.3,0.57,5.2,0.2,72,0,180,0,28340.2587174936,33502.0093310978,61842.2680485914,921000,4.06475991884287
"74",1,0.7,TRUE,-0.3,0.57,5.2,0.2,73,0,180,0,36750.675268472,34652.0783081355,71402.7535766075,921000,4.06475991884287
"75",1,0.7,TRUE,-0.3,0.57,5.2,0.2,74,0,180,0,29490.6660901272,32778.2239855489,62268.8900756761,841910.600165613,4.06475991884287
"76",1,0.7,TRUE,-0.3,0.57,5.2,0.2,75,0,180,0,24708.883458322,34778.0858656196,59486.9693239416,713533.820014261,4.06475991884287
"77",1,0.7,TRUE,-0.3,0.57,5.2,0.2,76,0,180,0,12978.866175907,29875.9854034951,42854.8515794021,564945.881366378,4.06475991884287
"78",1,0.7,TRUE,-0.3,0.57,5.2,0.2,77,0,180,0,4226.5710652562,27343.639974056,31570.2110393122,454752.178207574,4.06475991884287
"79",1,0.7,TRUE,-0.3,0.57,5.2,0.2,78,0.2,180,0,451.44,19705.9560865502,20157.3960865502,436547.756128949,4.06475991884287
"80",1,0.7,TRUE,-0.3,0.57,5.2,0.2,79,0,180,0,565.44,24571.4737094052,25136.9137094052,569335.963955849,4.06475991884287
"81",1,0.7,TRUE,-0.3,0.57,5.2,0.2,80,0,180,0,565.44,24823.4888243734,25388.9288243734,751727.136537039,4.06475991884287
"82",1,0.7,TRUE,-0.3,0.57,5.2,0.2,81,0,180,0,564.3,24632.4451081878,25196.7451081878,853897.278888292,4.06475991884287
"83",1,0.7,TRUE,-0.3,0.57,5.2,0.2,82,0,180,0,5602.1358977086,27847.6702039925,33449.8061017011,878541.788671916,4.06475991884287
"84",1,0.7,TRUE,-0.3,0.57,5.2,0.2,83,0,180,0,11867.5439515284,29632.0998083645,41499.6437598929,832819.176468514,4.06475991884287
"85",1,0.7,TRUE,-0.3,0.57,5.2,0.2,84,0,180,0,29114.6832748704,33770.0254057466,62884.708680617,720827.888948728,4.09727799819362
"86",1,0.7,TRUE,-0.3,0.57,5.2,0.2,85,0,180,0,37835.058397237,34929.2949346006,72764.3533318376,585957.471587494,4.09727799819362
"87",1,0.7,TRUE,-0.3,0.57,5.2,0.2,86,0.2,180,0,24998.7203989771,27376.3726727305,52375.0930717076,427040.764923819,4.09727799819362
"88",1,0.7,TRUE,-0.3,0.57,5.2,0.2,87,0.3,180,0,17926.653195381,24539.4173867812,42466.0705821622,314854.578780404,4.09727799819362
"89",1,0.7,TRUE,-0.3,0.57,5.2,0.2,88,0.3,180,0,9432.06736532382,21080.4953007062,30512.56266603,258148.43761608,4.09727799819362
"90",1,0.7,TRUE,-0.3,0.57,5.2,0.2,89,0.3,180,0,2995.55305550158,19293.6723656939,22289.2254211955,237207.31228402,4.09727799819362
"91",1,0.7,TRUE,-0.3,0.57,5.2,0.2,90,0.3,180,0,418.95,17380.6532683373,17799.6032683373,282251.861441629,4.09727799819362
"92",1,0.7,TRUE,-0.3,0.57,5.2,0.2,91,0,180,0,583.11,24768.0454990804,25351.1554990804,459786.654904954,4.09727799819362
"93",1,0.7,TRUE,-0.3,0.57,5.2,0.2,92,0,180,0,583.11,25022.0767349684,25605.1867349684,659416.343906793,4.09727799819362
"94",1,0.7,TRUE,-0.3,0.57,5.2,0.2,93,0,180,0,598.5,24829.5046690533,25428.0046690533,765817.970436856,4.09727799819362
"95",1,0.7,TRUE,-0.3,0.57,5.2,0.2,94,0,180,0,5218.1710225286,28070.4515656245,33288.6225881531,808526.96109875,4.09727799819362
"96",1,0.7,TRUE,-0.3,0.57,5.2,0.2,95,0,180,0,11323.0003111724,29869.1566068315,41192.1569180039,773523.715922443,4.09727799819362
"97",1,0.7,TRUE,-0.3,0.57,5.2,0.2,96,0,180,0,27198.9560786488,34040.1856089926,61239.1416876414,667920.402086436,4.13005622217916
"98",1,0.7,TRUE,-0.3,0.57,5.2,0.2,97,0,180,0,35276.138127955,35208.7292940774,70484.8674220324,532004.118711153,4.13005622217916
"99",1,0.7,TRUE,-0.3,0.57,5.2,0.2,98,0.3,180,0,19664.5951655219,23313.3413629569,42977.9365284788,387903.383867088,4.13005622217916
"100",1,0.7,TRUE,-0.3,0.57,5.2,0.2,99,0.3,180,0,16393.3582659143,24735.7327258755,41129.0909917897,298926.51081013,4.13005622217916
"101",1,0.7,TRUE,-0.3,0.57,5.2,0.2,100,0.3,180,0,8606.42553440712,21249.1392631118,29855.5647975189,215627.328826551,4.13005622217916
"102",1,0.7,TRUE,-0.3,0.57,5.2,0.2,101,1,0,0,0,13950,29855.5647975189,150385.199231513,4.13005622217916
"103",1,0.7,TRUE,-0.3,0.57,5.2,0.2,102,1,8.45627854590099,0,0,13500,29855.5647975189,137114.069636475,4.13005622217916
"104",1,0.7,TRUE,-0.3,0.57,5.2,0.2,103,0.3,180,0,371.07,17476.3329041511,17847.4029041511,182663.940041437,4.13005622217916
"105",1,0.7,TRUE,-0.3,0.57,5.2,0.2,104,0.3,180,0,371.07,17655.5773441937,18026.6473441937,278429.134233135,4.13005622217916
"106",1,0.7,TRUE,-0.3,0.57,5.2,0.2,105,0.3,180,0,371.07,17519.698494484,17890.768494484,376658.839544748,4.13005622217916
"107",1,0.7,TRUE,-0.3,0.57,5.2,0.2,106,0.2,180,0,4103.99682191376,22636.0121425196,26740.0089644333,428264.30255578,4.13005622217916
"108",1,0.7,TRUE,-0.3,0.57,5.2,0.2,107,0.2,180,0,8648.89724140672,24086.4878877489,32735.3851291556,406904.284626913,4.13005622217916
"109",1,0.7,TRUE,-0.3,0.57,5.2,0.2,108,0.3,180,0,19079.9097130365,24018.7549657051,43098.6646787416,352691.514368602,4.1630966719566
"110",1,0.7,TRUE,-0.3,0.57,5.2,0.2,109,0.3,180,0,24353.5187927052,24843.279389901,49196.7981826062,283480.185011119,4.1630966719566
"111",1,0.7,TRUE,-0.3,0.57,5.2,0.2,110,0.3,180,0,18748.8369684218,23499.8480938606,42248.6850622824,217894.588645906,4.1630966719566
"112",1,0.7,TRUE,-0.3,0.57,5.2,0.2,111,1,108.688874085365,0,0,13950,42248.6850622824,162172.218521341,4.1630966719566
"113",1,0.7,TRUE,-0.3,0.57,5.2,0.2,112,1,108.688874085365,0,0,13500,42248.6850622824,90883.8483967765,4.1630966719566
"114",1,0.7,TRUE,-0.3,0.57,5.2,0.2,113,1,108.688874085365,0,0,13950,42248.6850622824,80918.4782722116,4.1630966719566
"115",1,0.7,TRUE,-0.3,0.57,5.2,0.2,114,0.3,180,0,0,17659.8560824399,17659.8560824399,258554.108147647,4.1630966719566
"116",1,0.7,TRUE,-0.3,0.57,5.2,0.2,115,0,180,0,0,25165.9193819776,25165.9193819776,512840.395982767,4.1630966719566
